display(log)
check(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/NumberConcept_1.txt)
model is syntactically correct
data(C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/data.txt)
data loaded
compile(1)
model compiled
inits(1,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/init_1.txt)
this chain contains uninitialized variables
refresh(1)
gen.inits()
initial values generated, model initialized
update(1000)
set(pp)
set(ppz)
set(ppb)
set(v)
set(z)
thin.updater(1)
update(2000)
coda(*,C:/Documents and Settings/Dora.REKENBEEST/Desktop/WinBUGS/Book/NumberConcepts/tmp/coda)
stats(*)

Node statistics
	 node	 mean	 sd	 MC error	2.5%	median	97.5%	start	sample
	pp[66,10]	9.468	2.045	0.04831	2.0	10.0	10.0	1001	2000
	pp[66,11]	10.1	2.773	0.05586	1.0	11.0	15.0	1001	2000
	pp[66,12]	9.646	4.103	0.09634	1.0	12.0	15.0	1001	2000
	pp[66,13]	12.38	2.427	0.06044	3.0	13.0	13.0	1001	2000
	pp[66,14]	12.64	3.618	0.07481	2.0	14.0	14.0	1001	2000
	pp[66,15]	14.9	1.12	0.02368	15.0	15.0	15.0	1001	2000
	pp[67,1]	1.817	2.793	0.06448	1.0	1.0	15.0	1001	2000
	pp[67,2]	2.675	2.432	0.0459	2.0	2.0	14.0	1001	2000
	pp[67,3]	3.691	2.453	0.06791	3.0	3.0	15.0	1001	2000
	pp[67,4]	4.558	2.144	0.04178	4.0	4.0	15.0	1001	2000
	pp[67,5]	9.26	4.338	0.1234	3.0	8.0	15.0	1001	2000
	pp[67,6]	9.12	4.315	0.08486	3.0	8.0	15.0	1001	2000
	pp[67,7]	9.044	4.305	0.1041	3.0	8.0	15.0	1001	2000
	pp[67,8]	9.215	4.307	0.09501	3.0	8.0	15.0	1001	2000
	pp[67,9]	9.085	4.283	0.1002	2.0	8.0	15.0	1001	2000
	pp[67,10]	9.346	4.322	0.09297	3.0	8.0	15.0	1001	2000
	pp[67,11]	9.3	4.372	0.1132	2.0	8.0	15.0	1001	2000
	pp[67,12]	9.076	4.315	0.09522	3.0	8.0	15.0	1001	2000
	pp[67,13]	9.269	4.348	0.0971	2.0	8.0	15.0	1001	2000
	pp[67,14]	9.165	4.295	0.1108	3.0	8.0	15.0	1001	2000
	pp[67,15]	9.179	4.369	0.09364	2.0	8.0	15.0	1001	2000
	pp[68,1]	1.931	2.78	0.06646	1.0	1.0	15.0	1001	2000
	pp[68,2]	6.301	4.498	0.1261	2.0	5.0	15.0	1001	2000
	pp[68,3]	6.439	4.647	0.1028	2.0	5.0	15.0	1001	2000
	pp[68,4]	6.248	4.417	0.09907	2.0	5.0	15.0	1001	2000
	pp[68,5]	6.335	4.474	0.09074	2.0	5.0	15.0	1001	2000
	pp[68,6]	6.25	4.468	0.09465	2.0	4.0	15.0	1001	2000
	pp[68,7]	6.274	4.445	0.09238	2.0	5.0	15.0	1001	2000
	pp[68,8]	6.258	4.422	0.1036	2.0	5.0	15.0	1001	2000
	pp[68,9]	6.362	4.475	0.1011	2.0	5.0	15.0	1001	2000
	pp[68,10]	6.335	4.456	0.1101	2.0	5.0	15.0	1001	2000
	pp[68,11]	6.327	4.522	0.1009	2.0	5.0	15.0	1001	2000
	pp[68,12]	6.333	4.526	0.09898	2.0	5.0	15.0	1001	2000
	pp[68,13]	6.321	4.542	0.1134	2.0	5.0	15.0	1001	2000
	pp[68,14]	6.281	4.484	0.07376	2.0	5.0	15.0	1001	2000
	pp[68,15]	6.241	4.435	0.1041	2.0	5.0	15.0	1001	2000
	pp[69,1]	1.032	0.5436	0.01123	1.0	1.0	1.0	1001	2000
	pp[69,2]	2.017	0.3453	0.007934	2.0	2.0	2.0	1001	2000
	pp[69,3]	3.022	0.4313	0.008863	3.0	3.0	3.0	1001	2000
	pp[69,4]	4.016	0.4962	0.01048	4.0	4.0	4.0	1001	2000
	pp[69,5]	5.011	0.482	0.008274	5.0	5.0	5.0	1001	2000
	pp[69,6]	5.997	0.7078	0.01428	6.0	6.0	6.0	1001	2000
	pp[69,7]	6.937	0.9696	0.02149	5.0	7.0	7.0	1001	2000
	pp[69,8]	7.906	0.922	0.01701	6.0	8.0	8.0	1001	2000
	pp[69,9]	8.748	1.56	0.0315	3.0	9.0	9.0	1001	2000
	pp[69,10]	9.495	2.005	0.0496	2.0	10.0	10.0	1001	2000
	pp[69,11]	10.01	2.853	0.06737	2.0	11.0	13.0	1001	2000
	pp[69,12]	9.767	4.052	0.09636	1.0	12.0	15.0	1001	2000
	pp[69,13]	12.28	2.601	0.07195	2.0	13.0	13.0	1001	2000
	pp[69,14]	12.65	3.59	0.08151	2.0	14.0	14.0	1001	2000
	pp[69,15]	14.93	0.9281	0.01795	15.0	15.0	15.0	1001	2000
	pp[70,1]	1.988	2.947	0.05867	1.0	1.0	15.0	1001	2000
	pp[70,2]	2.729	2.502	0.05729	2.0	2.0	15.0	1001	2000
	pp[70,3]	4.962	3.629	0.06871	3.0	3.0	15.0	1001	2000
	pp[70,4]	7.619	4.276	0.09017	3.0	6.0	15.0	1001	2000
	pp[70,5]	7.692	4.389	0.09611	3.0	6.0	15.0	1001	2000
	pp[70,6]	7.718	4.396	0.09834	3.0	6.0	15.0	1001	2000
	pp[70,7]	7.613	4.376	0.08446	3.0	6.0	15.0	1001	2000
	pp[70,8]	7.755	4.37	0.1098	3.0	6.0	15.0	1001	2000
	pp[70,9]	7.819	4.402	0.08244	3.0	6.0	15.0	1001	2000
	pp[70,10]	7.615	4.319	0.101	3.0	6.0	15.0	1001	2000
	pp[70,11]	7.814	4.437	0.0981	3.0	6.0	15.0	1001	2000
	pp[70,12]	7.816	4.45	0.09274	3.0	6.0	15.0	1001	2000
	pp[70,13]	7.582	4.391	0.08418	3.0	6.0	15.0	1001	2000
	pp[70,14]	7.808	4.376	0.08076	3.0	6.0	15.0	1001	2000
	pp[70,15]	7.705	4.417	0.111	3.0	6.0	15.0	1001	2000
	pp[71,1]	1.942	2.835	0.05419	1.0	1.0	15.0	1001	2000
	pp[71,2]	2.788	2.527	0.04985	2.0	2.0	15.0	1001	2000
	pp[71,3]	6.959	4.387	0.1058	3.0	5.0	15.0	1001	2000
	pp[71,4]	7.114	4.333	0.08696	3.0	5.0	15.0	1001	2000
	pp[71,5]	7.039	4.309	0.09463	3.0	5.0	15.0	1001	2000
	pp[71,6]	7.197	4.364	0.08324	3.0	5.0	15.0	1001	2000
	pp[71,7]	7.082	4.398	0.1059	3.0	5.0	15.0	1001	2000
	pp[71,8]	7.223	4.458	0.0935	3.0	5.0	15.0	1001	2000
	pp[71,9]	7.217	4.403	0.0972	3.0	5.0	15.0	1001	2000
	pp[71,10]	7.332	4.476	0.09303	3.0	5.0	15.0	1001	2000
	pp[71,11]	7.234	4.424	0.1011	3.0	5.0	15.0	1001	2000
	pp[71,12]	7.166	4.33	0.07084	3.0	5.0	15.0	1001	2000
	pp[71,13]	7.283	4.438	0.1025	3.0	5.0	15.0	1001	2000
	pp[71,14]	7.136	4.35	0.08838	3.0	5.0	15.0	1001	2000
	pp[71,15]	7.248	4.446	0.1164	3.0	5.0	15.0	1001	2000
	pp[72,1]	1.933	2.927	0.0599	1.0	1.0	15.0	1001	2000
	pp[72,2]	2.696	2.508	0.05081	2.0	2.0	15.0	1001	2000
	pp[72,3]	4.715	3.553	0.08841	3.0	3.0	15.0	1001	2000
	pp[72,4]	6.667	4.101	0.07083	3.0	4.0	15.0	1001	2000
	pp[72,5]	8.264	4.428	0.09591	3.0	6.0	15.0	1001	2000
	pp[72,6]	8.239	4.465	0.08549	3.0	6.0	15.0	1001	2000
	pp[72,7]	8.204	4.47	0.08867	3.0	6.0	15.0	1001	2000
	pp[72,8]	8.153	4.426	0.09742	3.0	6.0	15.0	1001	2000
	pp[72,9]	8.392	4.502	0.1077	3.0	7.0	15.0	1001	2000
	pp[72,10]	8.261	4.477	0.1012	3.0	7.0	15.0	1001	2000
	pp[72,11]	8.203	4.448	0.09534	3.0	6.0	15.0	1001	2000
	pp[72,12]	8.043	4.394	0.1022	3.0	6.0	15.0	1001	2000
	pp[72,13]	8.168	4.46	0.09747	3.0	6.0	15.0	1001	2000
	pp[72,14]	8.089	4.431	0.1085	3.0	6.0	15.0	1001	2000
	pp[72,15]	8.136	4.452	0.1175	3.0	6.0	15.0	1001	2000
	pp[73,1]	2.003	2.913	0.07357	1.0	1.0	15.0	1001	2000
	pp[73,2]	2.779	2.571	0.05893	2.0	2.0	15.0	1001	2000
	pp[73,3]	7.087	4.376	0.08178	3.0	5.0	15.0	1001	2000
	pp[73,4]	6.951	4.324	0.1133	3.0	5.0	15.0	1001	2000
	pp[73,5]	7.172	4.442	0.08942	3.0	5.0	15.0	1001	2000
	pp[73,6]	7.26	4.482	0.1062	3.0	5.0	15.0	1001	2000
	pp[73,7]	7.241	4.446	0.1117	3.0	5.0	15.0	1001	2000
	pp[73,8]	7.009	4.328	0.09775	3.0	5.0	15.0	1001	2000
	pp[73,9]	7.059	4.33	0.1043	3.0	5.0	15.0	1001	2000
	pp[73,10]	7.261	4.407	0.1016	3.0	5.0	15.0	1001	2000
	pp[73,11]	7.096	4.416	0.09636	3.0	5.0	15.0	1001	2000
	pp[73,12]	7.391	4.517	0.09929	3.0	5.0	15.0	1001	2000
	pp[73,13]	7.115	4.453	0.1277	3.0	5.0	15.0	1001	2000
	pp[73,14]	7.282	4.435	0.09309	3.0	5.0	15.0	1001	2000
	pp[73,15]	7.324	4.502	0.09306	3.0	5.0	15.0	1001	2000
	pp[74,1]	1.895	2.802	0.05873	1.0	1.0	15.0	1001	2000
	pp[74,2]	2.583	2.127	0.04819	2.0	2.0	9.0	1001	2000
	pp[74,3]	3.737	2.409	0.05549	3.0	3.0	15.0	1001	2000
	pp[74,4]	8.068	4.355	0.09018	4.0	6.0	15.0	1001	2000
	pp[74,5]	8.123	4.409	0.09058	3.0	6.0	15.0	1001	2000
	pp[74,6]	8.238	4.484	0.1078	3.0	6.0	15.0	1001	2000
	pp[74,7]	8.165	4.375	0.09392	4.0	6.0	15.0	1001	2000
	pp[74,8]	8.043	4.363	0.0976	3.0	6.0	15.0	1001	2000
	pp[74,9]	8.042	4.382	0.1007	3.0	6.0	15.0	1001	2000
	pp[74,10]	7.902	4.377	0.09746	3.0	6.0	15.0	1001	2000
	pp[74,11]	8.264	4.462	0.1077	4.0	6.0	15.0	1001	2000
	pp[74,12]	7.871	4.359	0.08536	3.0	6.0	15.0	1001	2000
	pp[74,13]	8.09	4.41	0.09625	3.0	6.0	15.0	1001	2000
	pp[74,14]	8.008	4.381	0.0953	3.0	6.0	15.0	1001	2000
	pp[74,15]	8.274	4.439	0.1045	4.0	6.0	15.0	1001	2000
	pp[75,1]	1.977	2.956	0.06538	1.0	1.0	15.0	1001	2000
	pp[75,2]	2.704	2.454	0.06544	2.0	2.0	15.0	1001	2000
	pp[75,3]	3.787	2.559	0.05649	3.0	3.0	15.0	1001	2000
	pp[75,4]	6.301	3.864	0.07664	3.0	4.0	15.0	1001	2000
	pp[75,5]	8.668	4.444	0.08587	3.0	7.0	15.0	1001	2000
	pp[75,6]	8.694	4.418	0.1039	3.0	7.0	15.0	1001	2000
	pp[75,7]	8.549	4.37	0.07571	4.0	7.0	15.0	1001	2000
	pp[75,8]	8.518	4.36	0.09001	3.0	7.0	15.0	1001	2000
	pp[75,9]	8.571	4.4	0.1283	3.0	7.0	15.0	1001	2000
	pp[75,10]	8.616	4.377	0.08917	3.0	7.0	15.0	1001	2000
	pp[75,11]	8.633	4.41	0.09745	3.0	7.0	15.0	1001	2000
	pp[75,12]	8.543	4.328	0.08986	3.0	7.0	15.0	1001	2000
	pp[75,13]	8.646	4.382	0.1265	3.0	7.0	15.0	1001	2000
	pp[75,14]	8.641	4.398	0.1008	3.0	7.0	15.0	1001	2000
	pp[75,15]	8.516	4.358	0.09331	3.0	7.0	15.0	1001	2000
	pp[76,1]	1.929	2.833	0.06223	1.0	1.0	15.0	1001	2000
	pp[76,2]	3.767	3.597	0.08532	2.0	2.0	15.0	1001	2000
	pp[76,3]	6.91	4.46	0.1044	2.0	5.0	15.0	1001	2000
	pp[76,4]	7.08	4.521	0.1047	2.0	5.0	15.0	1001	2000
	pp[76,5]	6.886	4.448	0.108	2.0	5.0	15.0	1001	2000
	pp[76,6]	6.92	4.419	0.08029	2.0	5.0	15.0	1001	2000
	pp[76,7]	6.803	4.419	0.07413	2.0	5.0	15.0	1001	2000
	pp[76,8]	7.025	4.468	0.1172	2.0	5.0	15.0	1001	2000
	pp[76,9]	7.176	4.579	0.1056	2.0	5.0	15.0	1001	2000
	pp[76,10]	6.947	4.455	0.07767	2.0	5.0	15.0	1001	2000
	pp[76,11]	6.852	4.428	0.09443	2.0	5.0	15.0	1001	2000
	pp[76,12]	6.812	4.373	0.09259	2.0	5.0	15.0	1001	2000
	pp[76,13]	6.871	4.456	0.102	2.0	5.0	15.0	1001	2000
	pp[76,14]	6.913	4.411	0.1123	2.0	5.0	15.0	1001	2000
	pp[76,15]	6.979	4.486	0.08999	2.0	5.0	15.0	1001	2000
	pp[77,1]	1.916	2.72	0.06602	1.0	1.0	15.0	1001	2000
	pp[77,2]	6.33	4.509	0.1063	2.0	5.0	15.0	1001	2000
	pp[77,3]	6.272	4.522	0.1212	2.0	4.0	15.0	1001	2000
	pp[77,4]	6.371	4.529	0.08754	2.0	5.0	15.0	1001	2000
	pp[77,5]	6.187	4.423	0.09391	2.0	5.0	15.0	1001	2000
	pp[77,6]	6.295	4.542	0.1026	2.0	5.0	15.0	1001	2000
	pp[77,7]	6.322	4.452	0.09644	2.0	5.0	15.0	1001	2000
	pp[77,8]	6.279	4.45	0.09798	2.0	5.0	15.0	1001	2000
	pp[77,9]	6.369	4.56	0.1078	2.0	5.0	15.0	1001	2000
	pp[77,10]	6.368	4.497	0.09262	2.0	5.0	15.0	1001	2000
	pp[77,11]	6.341	4.553	0.09582	2.0	5.0	15.0	1001	2000
	pp[77,12]	6.144	4.423	0.09814	2.0	4.0	15.0	1001	2000
	pp[77,13]	6.229	4.417	0.1061	2.0	5.0	15.0	1001	2000
	pp[77,14]	6.216	4.434	0.08789	2.0	5.0	15.0	1001	2000
	pp[77,15]	6.258	4.497	0.08027	2.0	5.0	15.0	1001	2000
	pp[78,1]	2.287	3.238	0.06369	1.0	1.0	15.0	1001	2000
	pp[78,2]	3.469	3.358	0.08268	2.0	2.0	15.0	1001	2000
	pp[78,3]	5.457	4.075	0.09105	2.0	3.0	15.0	1001	2000
	pp[78,4]	7.106	4.397	0.1088	2.0	5.0	15.0	1001	2000
	pp[78,5]	7.342	4.468	0.09799	2.0	5.0	15.0	1001	2000
	pp[78,6]	7.295	4.549	0.09519	2.0	5.0	15.0	1001	2000
	pp[78,7]	7.324	4.458	0.09248	2.0	5.0	15.0	1001	2000
	pp[78,8]	7.428	4.506	0.09669	2.0	6.0	15.0	1001	2000
	pp[78,9]	7.208	4.403	0.105	2.0	5.0	15.0	1001	2000
	pp[78,10]	7.346	4.524	0.09791	2.0	5.0	15.0	1001	2000
	pp[78,11]	7.388	4.479	0.08801	2.0	6.0	15.0	1001	2000
	pp[78,12]	7.258	4.469	0.1043	2.0	5.0	15.0	1001	2000
	pp[78,13]	7.348	4.498	0.0844	2.0	6.0	15.0	1001	2000
	pp[78,14]	7.385	4.509	0.1201	2.0	6.0	15.0	1001	2000
	pp[78,15]	7.465	4.591	0.09823	2.0	5.0	15.0	1001	2000
	pp[79,1]	5.152	4.562	0.09294	1.0	4.0	15.0	1001	2000
	pp[79,2]	5.457	4.471	0.1006	1.0	4.0	15.0	1001	2000
	pp[79,3]	5.721	4.584	0.1034	1.0	4.0	15.0	1001	2000
	pp[79,4]	5.588	4.467	0.1067	1.0	4.0	15.0	1001	2000
	pp[79,5]	5.754	4.603	0.08298	1.0	4.0	15.0	1001	2000
	pp[79,6]	5.708	4.549	0.09649	1.0	4.0	15.0	1001	2000
	pp[79,7]	5.718	4.54	0.1052	1.0	4.0	15.0	1001	2000
	pp[79,8]	5.578	4.556	0.1085	1.0	4.0	15.0	1001	2000
	pp[79,9]	5.681	4.564	0.09624	1.0	4.0	15.0	1001	2000
	pp[79,10]	5.775	4.63	0.0873	1.0	4.0	15.0	1001	2000
	pp[79,11]	5.667	4.471	0.09287	1.0	4.0	15.0	1001	2000
	pp[79,12]	5.738	4.566	0.09395	1.0	4.0	15.0	1001	2000
	pp[79,13]	5.424	4.437	0.09254	1.0	4.0	15.0	1001	2000
	pp[79,14]	5.59	4.531	0.1003	1.0	4.0	15.0	1001	2000
	pp[79,15]	5.644	4.601	0.09276	1.0	4.0	15.0	1001	2000
	pp[80,1]	1.877	2.688	0.06316	1.0	1.0	15.0	1001	2000
	pp[80,2]	2.646	2.277	0.05216	2.0	2.0	13.0	1001	2000
	pp[80,3]	6.91	4.308	0.0955	3.0	5.0	15.0	1001	2000
	pp[80,4]	7.327	4.419	0.1193	3.0	5.0	15.0	1001	2000
	pp[80,5]	7.227	4.437	0.1052	3.0	5.0	15.0	1001	2000
	pp[80,6]	7.255	4.434	0.1076	3.0	5.0	15.0	1001	2000
	pp[80,7]	7.155	4.303	0.08871	3.0	5.0	15.0	1001	2000
	pp[80,8]	7.387	4.495	0.09835	3.0	5.0	15.0	1001	2000
	pp[80,9]	7.312	4.448	0.09015	3.0	5.0	15.0	1001	2000
	pp[80,10]	7.196	4.418	0.08964	3.0	5.0	15.0	1001	2000
	pp[80,11]	7.298	4.488	0.1064	3.0	5.0	15.0	1001	2000
	pp[80,12]	7.246	4.459	0.1105	3.0	5.0	15.0	1001	2000
	pp[80,13]	6.977	4.31	0.08104	3.0	5.0	15.0	1001	2000
	pp[80,14]	7.329	4.466	0.09497	3.0	5.0	15.0	1001	2000
	pp[80,15]	7.317	4.409	0.09691	3.0	5.0	15.0	1001	2000
	pp[81,1]	1.885	2.644	0.05822	1.0	1.0	13.0	1001	2000
	pp[81,2]	3.614	3.366	0.06325	2.0	2.0	15.0	1001	2000
	pp[81,3]	6.913	4.437	0.0863	2.0	5.0	15.0	1001	2000
	pp[81,4]	6.875	4.448	0.1095	2.0	5.0	15.0	1001	2000
	pp[81,5]	6.845	4.355	0.09277	2.0	5.0	15.0	1001	2000
	pp[81,6]	6.879	4.475	0.07944	2.0	5.0	15.0	1001	2000
	pp[81,7]	6.775	4.412	0.1053	2.0	5.0	15.0	1001	2000
	pp[81,8]	6.884	4.419	0.09913	2.0	5.0	15.0	1001	2000
	pp[81,9]	6.874	4.432	0.0768	2.0	5.0	15.0	1001	2000
	pp[81,10]	6.834	4.39	0.1035	2.0	5.0	15.0	1001	2000
	pp[81,11]	7.071	4.485	0.09647	2.0	5.0	15.0	1001	2000
	pp[81,12]	6.929	4.469	0.08905	2.0	5.0	15.0	1001	2000
	pp[81,13]	7.056	4.54	0.0902	2.0	5.0	15.0	1001	2000
	pp[81,14]	6.87	4.408	0.1101	2.0	5.0	15.0	1001	2000
	pp[81,15]	7.053	4.471	0.1042	2.0	5.0	15.0	1001	2000
	pp[82,1]	1.998	2.921	0.06226	1.0	1.0	15.0	1001	2000
	pp[82,2]	2.727	2.388	0.05626	2.0	2.0	13.0	1001	2000
	pp[82,3]	6.936	4.446	0.0912	3.0	5.0	15.0	1001	2000
	pp[82,4]	7.244	4.408	0.1015	3.0	5.0	15.0	1001	2000
	pp[82,5]	7.336	4.505	0.1156	3.0	5.0	15.0	1001	2000
	pp[82,6]	7.361	4.456	0.1079	3.0	5.0	15.0	1001	2000
	pp[82,7]	7.309	4.407	0.1057	3.0	5.0	15.0	1001	2000
	pp[82,8]	7.282	4.424	0.08075	3.0	5.0	15.0	1001	2000
	pp[82,9]	7.189	4.397	0.09692	3.0	5.0	15.0	1001	2000
	pp[82,10]	7.383	4.441	0.09191	3.0	5.0	15.0	1001	2000
	pp[82,11]	7.219	4.406	0.1051	3.0	5.0	15.0	1001	2000
	pp[82,12]	7.357	4.413	0.1035	3.0	5.0	15.0	1001	2000
	pp[82,13]	7.338	4.451	0.09002	3.0	5.0	15.0	1001	2000
	pp[82,14]	7.32	4.443	0.08255	3.0	5.0	15.0	1001	2000
	pp[82,15]	7.364	4.496	0.1001	3.0	5.0	15.0	1001	2000
	ppb	5.505	4.523	0.1105	1.0	4.0	15.0	1001	2000
	ppz[1,1]	5.48	4.554	0.1026	1.0	4.0	15.0	1001	2000
	ppz[1,2]	5.62	4.569	0.1012	1.0	4.0	15.0	1001	2000
	ppz[1,3]	5.498	4.533	0.08901	1.0	4.0	15.0	1001	2000
	ppz[1,4]	5.582	4.561	0.09341	1.0	4.0	15.0	1001	2000
	ppz[1,5]	5.619	4.539	0.0941	1.0	4.0	15.0	1001	2000
	ppz[1,6]	5.663	4.637	0.09836	1.0	4.0	15.0	1001	2000
	ppz[1,7]	5.563	4.507	0.08453	1.0	4.0	15.0	1001	2000
	ppz[1,8]	5.408	4.466	0.08937	1.0	4.0	15.0	1001	2000
	ppz[1,9]	5.651	4.63	0.1102	1.0	4.0	15.0	1001	2000
	ppz[1,10]	5.567	4.578	0.09989	1.0	4.0	15.0	1001	2000
	ppz[1,11]	5.627	4.548	0.0963	1.0	4.0	15.0	1001	2000
	ppz[1,12]	5.507	4.518	0.09516	1.0	4.0	15.0	1001	2000
	ppz[1,13]	5.417	4.455	0.08558	1.0	4.0	15.0	1001	2000
	ppz[1,14]	5.476	4.461	0.1113	1.0	4.0	15.0	1001	2000
	ppz[1,15]	5.628	4.605	0.09216	1.0	4.0	15.0	1001	2000
	ppz[2,1]	1.938	2.742	0.04787	1.0	1.0	15.0	1001	2000
	ppz[2,2]	6.282	4.534	0.1048	2.0	4.0	15.0	1001	2000
	ppz[2,3]	6.176	4.401	0.09947	2.0	5.0	15.0	1001	2000
	ppz[2,4]	6.184	4.477	0.1197	2.0	4.0	15.0	1001	2000
	ppz[2,5]	6.245	4.434	0.1018	2.0	5.0	15.0	1001	2000
	ppz[2,6]	6.337	4.489	0.08422	2.0	5.0	15.0	1001	2000
	ppz[2,7]	6.238	4.454	0.09326	2.0	5.0	15.0	1001	2000
	ppz[2,8]	6.181	4.448	0.0878	2.0	4.0	15.0	1001	2000
	ppz[2,9]	6.162	4.417	0.08326	2.0	4.0	15.0	1001	2000
	ppz[2,10]	6.221	4.404	0.1174	2.0	5.0	15.0	1001	2000
	ppz[2,11]	6.104	4.342	0.0964	2.0	4.0	15.0	1001	2000
	ppz[2,12]	6.365	4.553	0.09393	2.0	5.0	15.0	1001	2000
	ppz[2,13]	6.168	4.418	0.08192	2.0	5.0	15.0	1001	2000
	ppz[2,14]	6.208	4.466	0.1029	2.0	4.0	15.0	1001	2000
	ppz[2,15]	6.213	4.446	0.07115	2.0	5.0	15.0	1001	2000
	ppz[3,1]	1.877	2.711	0.05477	1.0	1.0	15.0	1001	2000
	ppz[3,2]	2.618	2.234	0.04011	2.0	2.0	13.0	1001	2000
	ppz[3,3]	7.207	4.45	0.1131	3.0	5.0	15.0	1001	2000
	ppz[3,4]	7.227	4.379	0.07959	3.0	5.0	15.0	1001	2000
	ppz[3,5]	7.158	4.483	0.1039	3.0	5.0	15.0	1001	2000
	ppz[3,6]	7.192	4.429	0.1043	3.0	5.0	15.0	1001	2000
	ppz[3,7]	7.173	4.426	0.1102	3.0	5.0	15.0	1001	2000
	ppz[3,8]	7.404	4.487	0.09948	3.0	5.0	15.0	1001	2000
	ppz[3,9]	7.191	4.44	0.09143	3.0	5.0	15.0	1001	2000
	ppz[3,10]	7.188	4.451	0.09121	3.0	5.0	15.0	1001	2000
	ppz[3,11]	7.14	4.398	0.09562	3.0	5.0	15.0	1001	2000
	ppz[3,12]	7.276	4.421	0.1061	3.0	5.0	15.0	1001	2000
	ppz[3,13]	7.188	4.444	0.1004	3.0	5.0	15.0	1001	2000
	ppz[3,14]	7.102	4.404	0.09889	3.0	5.0	15.0	1001	2000
	ppz[3,15]	7.231	4.423	0.08941	3.0	5.0	15.0	1001	2000
	ppz[4,1]	1.88	2.781	0.06895	1.0	1.0	15.0	1001	2000
	ppz[4,2]	2.671	2.359	0.05604	2.0	2.0	14.0	1001	2000
	ppz[4,3]	3.864	2.661	0.0552	3.0	3.0	15.0	1001	2000
	ppz[4,4]	8.033	4.382	0.1141	4.0	6.0	15.0	1001	2000
	ppz[4,5]	8.007	4.365	0.09221	3.0	6.0	15.0	1001	2000
	ppz[4,6]	7.997	4.354	0.1048	4.0	6.0	15.0	1001	2000
	ppz[4,7]	8.177	4.429	0.09616	3.0	6.0	15.0	1001	2000
	ppz[4,8]	8.038	4.322	0.08276	4.0	6.0	15.0	1001	2000
	ppz[4,9]	7.95	4.35	0.09686	3.0	6.0	15.0	1001	2000
	ppz[4,10]	8.075	4.364	0.0884	4.0	6.0	15.0	1001	2000
	ppz[4,11]	8.117	4.406	0.08504	4.0	6.0	15.0	1001	2000
	ppz[4,12]	8.182	4.411	0.09549	3.0	6.0	15.0	1001	2000
	ppz[4,13]	7.902	4.334	0.106	3.0	6.0	15.0	1001	2000
	ppz[4,14]	8.031	4.348	0.1216	4.0	6.0	15.0	1001	2000
	ppz[4,15]	8.121	4.361	0.1056	4.0	6.0	15.0	1001	2000
	ppz[5,1]	1.774	2.668	0.06962	1.0	1.0	14.0	1001	2000
	ppz[5,2]	2.688	2.501	0.04419	2.0	2.0	15.0	1001	2000
	ppz[5,3]	3.691	2.426	0.04117	3.0	3.0	15.0	1001	2000
	ppz[5,4]	4.57	2.149	0.05132	4.0	4.0	15.0	1001	2000
	ppz[5,5]	9.098	4.257	0.083	3.0	8.0	15.0	1001	2000
	ppz[5,6]	9.195	4.273	0.09335	3.0	8.0	15.0	1001	2000
	ppz[5,7]	9.21	4.308	0.08856	2.0	8.0	15.0	1001	2000
	ppz[5,8]	9.086	4.294	0.08916	3.0	7.0	15.0	1001	2000
	ppz[5,9]	9.254	4.342	0.08798	3.0	8.0	15.0	1001	2000
	ppz[5,10]	9.201	4.31	0.09563	2.0	8.0	15.0	1001	2000
	ppz[5,11]	9.066	4.266	0.0939	3.0	8.0	15.0	1001	2000
	ppz[5,12]	9.186	4.334	0.1073	3.0	8.0	15.0	1001	2000
	ppz[5,13]	9.262	4.32	0.09067	3.0	8.0	15.0	1001	2000
	ppz[5,14]	9.197	4.334	0.1054	3.0	8.0	15.0	1001	2000
	ppz[5,15]	9.145	4.312	0.1041	3.0	8.0	15.0	1001	2000
	ppz[6,1]	1.044	0.6581	0.01384	1.0	1.0	1.0	1001	2000
	ppz[6,2]	2.049	0.6947	0.01546	2.0	2.0	2.0	1001	2000
	ppz[6,3]	3.043	0.6623	0.01379	3.0	3.0	3.0	1001	2000
	ppz[6,4]	4.001	0.253	0.004448	4.0	4.0	4.0	1001	2000
	ppz[6,5]	5.027	0.6401	0.01222	5.0	5.0	5.0	1001	2000
	ppz[6,6]	5.968	0.7934	0.01593	6.0	6.0	6.0	1001	2000
	ppz[6,7]	6.96	0.7911	0.01783	7.0	7.0	7.0	1001	2000
	ppz[6,8]	7.936	0.9607	0.01759	8.0	8.0	8.0	1001	2000
	ppz[6,9]	8.685	1.69	0.04017	2.0	9.0	9.0	1001	2000
	ppz[6,10]	9.538	2.016	0.04339	2.0	10.0	10.0	1001	2000
	ppz[6,11]	10.07	2.769	0.06104	2.0	11.0	11.0	1001	2000
	ppz[6,12]	9.677	4.168	0.0924	1.0	12.0	15.0	1001	2000
	ppz[6,13]	12.31	2.568	0.0601	2.0	13.0	13.0	1001	2000
	ppz[6,14]	12.8	3.41	0.07959	2.0	14.0	14.0	1001	2000
	ppz[6,15]	14.9	1.031	0.02574	15.0	15.0	15.0	1001	2000
